mail,sentiment,journey,category,product-category,service-category,store-category,is_request,is_invalid
大津店のスタッフさんはみんな対応がいいです。引っ越して来てから私達家族は1度も嫌な思いとかした事がないので凄く嬉しいです。これからもたくさん利用します！,POSITIVE,['AFTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
スムーズでした,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
いつも優しい店員さんがいる,POSITIVE,['DURING'],['SERVICE'],[],[],[],False,False
近くにあるロジャースの方が安いものが割とあった。,POSITIVE,['DURING'],['PRODUCT'],['デイリーグッズ'],[],[],False,False
買いたい商品を探していましたが棚出しスタッフが忙しそうで質問が出来なかった,NEUTRAL,['DURING'],['SERVICE'],[],['スタッフが忙しい'],[],False,False
カップフヌードルの合体シリーズがどこよりも高くて残念,NEGATIVE,['DURING'],['PRODUCT'],['菓子・珍味'],[],[],False,False
欲しいな〜っと思った時に？いくらするのか？その商品の値段が分からなくて買えなかった せっかくの激安商品かも知れないのに凄く残念な思いをしました,NEGATIVE,['DURING'],['SERVICE'],[],['価格不明'],[],False,False
カートが使いにくい！落ちる！まとめ買いは他で買う。,NEGATIVE,['DURING'],['STORE'],[],[],['カートの使いづらさ'],False,False
会計も空いていてスムーズにできてとても良かった。,POSITIVE,['REGISTER'],['SERVICE'],[],['スムーズなチェックアウト'],[],False,False
レジ待ち時間が長いです 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['長い待ち時間'],[],False,False
目薬が欲しい。,POSITIVE,['DURING'],['PRODUCT'],['デイリーグッズ'],[],[],True,False
鶏肉、安くて美味しいのでよく買いますが、骨が取れていなく残っている事が多くて残念です。,NEGATIVE,['DURING'],['PRODUCT'],['フレッシュミート'],[],[],False,False
マタニティ用品を取り扱ってほしいウェアや下着、レギンス、葉酸サプリなど 現状見当たらないので 。,POSITIVE,['DURING'],['PRODUCT'],"['カーライフ', 'トイ＆バラエティ', 'ホームエレクトロニクス', 'スマホパーツ', 'ラブグッズ', 'パーティーグッズ', '理美容家電', 'ホームインテリア', 'ホームグッズ', 'カーペンター＆ツール', 'サイクル', '寝具', 'プロテイン・トレーニング', 'アウトドア', 'フューチャープロダクト', 'デイリーグッズ', 'ヘルスケア', 'ペット＆ガーデン', 'メンズインナー', 'ファッション＆カバン', 'ブランドファッション', 'インポート', 'シューズ', ""women’s and kid's underwear"", 'アロマ', 'コスメ', 'ステーショナリー', 'women’s fashion accessories', 'スキンケア', 'フード＆ドリンク', 'デイリー', 'リカー＆ワイン', 'ギフト', '菓子・珍味', 'デリカ', 'フレッシュミート', 'ベジタブル・フルーツ', 'フレッシュフィッシュ']",[],[],True,False
開いてるレジがわかりにくいのが残念 店内のWi-Fiにつながっても、弱い為、アプリが起動しない アプリを起動させる為、いちいちWi-Fiを切らなくてはならないのがとても面倒 更に、元に戻すのを忘れ、自宅のWi-Fiにつながっでいるものだと思いギガを使ってしまい失敗することも 繋がらないWi-Fiなら、やめてほしい 。,NEGATIVE,['DURING'],['STORE'],[],[],['ディスプレイ/欠品'],True,False
ドンキブランドを買ったら10%ポイント還元をまたしてほしい！。,POSITIVE,['AFTER'],['SERVICE'],[],['クーポンと割引'],[],True,False
レジ担当の方がお客様の顔見ながら声かけしていて気持ちよかったです ありがとうございます どの方も同じように接客してくれたらいいですね 。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
今日も快適にお買い物が出来ました 有難うございました 。,POSITIVE,['AFTER'],['UNCATEGORIZED'],[],[],[],False,False
お店が綺麗で、商品も綺麗に陳列してありよかったです 。,POSITIVE,['DURING'],['STORE'],[],[],['店舗設備とショッピングエリア'],False,False
毎回わくわくしながらお買い物楽しんでいます♪安さどこにも負けてないと私は思います！！♫。,POSITIVE,['DURING'],['SERVICE'],[],['クーポンと割引'],[],False,False
商品にホコリかぶっていました 。,NEGATIVE,['DURING'],['STORE'],[],[],['店舗設備とショッピングエリア'],False,False
声が聞き取りづらい。,NEGATIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
品揃えがよく買い物に行くのが楽しみです 。,POSITIVE,['DURING'],['PRODUCT'],"['カーライフ', 'トイ＆バラエティ', 'ホームエレクトロニクス', 'スマホパーツ', 'ラブグッズ', 'パーティーグッズ', '理美容家電', 'ホームインテリア', 'ホームグッズ', 'カーペンター＆ツール', 'サイクル', '寝具', 'プロテイン・トレーニング', 'アウトドア', 'フューチャープロダクト', 'デイリーグッズ', 'ヘルスケア', 'ペット＆ガーデン', 'メンズインナー', 'ファッション＆カバン', 'ブランドファッション', 'インポート', 'シューズ', ""women’s and kid's underwear"", 'アロマ', 'コスメ', 'ステーショナリー', 'women’s fashion accessories', 'スキンケア', 'フード＆ドリンク', 'デイリー', 'リカー＆ワイン', 'ギフト', '菓子・珍味', 'デリカ', 'フレッシュミート', 'ベジタブル・フルーツ', 'フレッシュフィッシュ']",[],[],False,False
コーンドレッシング置いてほしぃ！。,POSITIVE,['DURING'],['PRODUCT'],['デイリー'],[],[],True,False
プラネット組をありがとう。,POSITIVE,['AFTER'],['SERVICE'],[],['ありがとう'],[],False,False
品数豊富で安い　ド商品楽しいです。,POSITIVE,['DURING'],"['PRODUCT', 'SERVICE']",['トイ＆バラエティ'],['楽しい買い物'],[],False,False
クジてなかなか当たら無いのやな～。,NEGATIVE,['AFTER'],['SERVICE'],[],['宝くじ'],[],False,False
Bさんgood。,POSITIVE,['REGISTER'],['SERVICE'],[],['レジ係'],[],False,False
Webクーポンしか割り引きのない物は買わない！同じ会員で､区別するか？。,NEGATIVE,['DURING'],['SERVICE'],[],"['割引', '会員']",[],True,False
申し分ありませんでした 。,NEUTRAL,['AFTER'],['SERVICE'],[],['文句なし'],[],False,False
レジが親切でした！。,POSITIVE,['REGISTER'],['SERVICE'],[],['レジ係'],[],False,False
惣菜が安くなっててよかった。,POSITIVE,['DURING'],['PRODUCT'],['デイリー'],[],[],False,False
クールグリースの再度取り扱いお願いします！。,POSITIVE,['AFTER'],['PRODUCT'],['デイリー'],[],[],True,False
レジをもっと解放してて欲しい夕方頃でお客さん多いのにあまり解放してないせいで結構待ちました。,NEGATIVE,['REGISTER'],['STORE'],[],[],['ディスプレイ/欠品'],True,False
駐車する際、空きスペースが少し少ないような気がします 駐車場の立体化できれば、便利になります 。,NEUTRAL,['AFTER'],['STORE'],[],[],['店舗設備とショッピングエリア'],True,False
キャリーケースをもう少し安くしてほしいです 。,NEGATIVE,['DURING'],['PRODUCT'],['デイリーグッズ'],[],[],True,False
一階レジの朝の方々は、比較的皆さん笑顔で対応して頂きますので、気持ちがいいです 2階中央レジの方は、全体的に少しそっけない感じがします 。,NEUTRAL,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
商品にけっこう埃がたまってる。,NEGATIVE,['DURING'],['STORE'],[],[],['店舗設備とショッピングエリア'],False,False
お昼に来店させてもらいました 品出しなど店員さん達も忙しく働いているのに、男性店員(眼鏡の人)ボォーっと突っ立ってボソボソ何か独り言?!言いながら手遊び 店長さんも注意して見た方がいいのでは?!他の真面目に働いてる人が可哀想です 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
特にありません。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
特に不満やトラブルはありません。,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
いつも安くてスーパー変わりに楽しみに来ています。,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
特に有りません。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
レジ解放、もう少し、多めに、してください。,POSITIVE,['REGISTER'],['SERVICE'],[],['顧客サービス'],['レジ'],True,False
バイトがやる気ないな 。,NEGATIVE,['UNCATEGORIZED'],['SERVICE'],[],['従業員の態度'],[],False,False
レジに並ぶと直ぐにCさん（女性の方）が手を上げて会計に案内してくれました 急いでいたので、スムーズに支払いができ、助かりました 。,POSITIVE,['REGISTER'],['SERVICE'],[],['顧客サービス'],['レジ'],False,False
少しでも並ぶと閉鎖しているレジが開く すごいと思う。,POSITIVE,['REGISTER'],['SERVICE'],[],['レジ'],['レジ'],False,False
家電 もーひと頑張り下げてほしい。,POSITIVE,['DURING'],['PRODUCT'],['ホームエレクトロニクス'],[],[],True,False
サービスカウンターの店員さんが対応が良いです。,POSITIVE,['REGISTER'],['SERVICE'],[],['顧客サービス'],['レジ'],False,False
ネスカフェ　ゴールドブレンドの120gを売って欲しい 。,POSITIVE,['DURING'],['PRODUCT'],['フード＆ドリンク'],[],[],True,False
レジに居た外国の店員さんの日本語が下手で分かりにくかった 。,NEUTRAL,['REGISTER'],['SERVICE'],[],['顧客サービス'],['レジ'],False,False
レジの方は印象が良いです せっかく範囲が広いのに空いてるレジが少ないのが不満です もっと沢山解放してほしいです 。,NEGATIVE,['REGISTER'],"['SERVICE', 'STORE']",[],['顧客サービス'],['レジ'],True,False
従業員のYさんの応対等が良かった、気配りもできていました 。,POSITIVE,['REGISTER'],['SERVICE'],[],['顧客サービス'],['レジ'],False,False
柔軟剤のモルトを入荷してほしいと言い続けてきました すごく安かったので売り切れ次第終了でしょうけどほんとにほんとに嬉しかったです！！買いだめしちゃいました！！またお願いします！！ニュースして頂き有難うございました。,POSITIVE,['DURING'],['PRODUCT'],['カーライフ'],[],[],True,False
●エバラ｢ぬか漬けの素(ボトル)｣を置いて欲しい●駐車場誘導係の方の対応が明解＆的確、且つスピーディーで安心して入出庫できとても有難い。,POSITIVE,['AFTER'],"['PRODUCT', 'SERVICE']",['デイリーグッズ'],['駐車場の案内'],[],True,False
品だしが忙しいとは思いますが声掛けしてどいてもらいましたが少し怒ってたかな？と感じました。,NEUTRAL,['DURING'],['SERVICE'],[],['スタッフの態度'],[],False,False
通路には商品を置かないでほしいせめてカートが通れるようにしてほしい。,NEGATIVE,['DURING'],['STORE'],[],[],['アイル'],True,False
広告商品が前面になく奥にあり見つけられず、2回も店員に聞きました 指示により別の店員の方がその場所まで案内してくれましたが、棚を指差しただけで顔も見ずに立ち去りました その上、値段も通常価格であり訂正してもらいました 売場名だけ聞いても辿り着かない事もあるし初めから案内するべきではないでしょうか 10分以上散々探した後で大変疲れました 。,NEGATIVE,['DURING'],"['SERVICE', 'STORE']",[],"['スタッフの態度', '案内']",['ディスプレイ'],False,False
特に問題ありませんでした。,NEUTRAL,['AFTER'],['UNCATEGORIZED'],[],[],[],False,False
paypay決済が出来るようにして欲しい 。,POSITIVE,['AFTER'],['SERVICE'],[],['支払い'],[],True,False
クーポンがみつけられず、購入しなかった 。,NEGATIVE,['DURING'],['SERVICE'],[],['クーポン'],[],False,False
カゴやレジバッグにキレイに詰めて貰えました ありがとうございました。,POSITIVE,['REGISTER'],['SERVICE'],[],['梱包'],[],False,False
対応は良かった、でも普通かな？。,NEUTRAL,['REGISTER'],['SERVICE'],[],['スタッフの態度'],[],False,False
前は店員さんがつかまらなかったけど、今日は平日の昼ということもあってか、店員さんが沢山いて、食品の場所が分からなかったけど、丁寧な対応をしてもらった 。,POSITIVE,['DURING'],['SERVICE'],[],['顧客サービス'],[],False,False
アプリのアップデートでクーポンが分からないのがあり、レジで店員さんに聞いたけど、あ〜アップデートで難しく分かりませんと言われ対応してくれませんでした わからないから聞いてるのに、対応しないなら聞く意味無いとおもいました 。,NEGATIVE,['REGISTER'],['SERVICE'],[],['顧客サービス'],[],False,False
駐輪場が狭い 。,NEGATIVE,['UNCATEGORIZED'],['STORE'],[],[],['駐車場'],False,False
会計レジの方、とても丁寧で好感が持てた 。,POSITIVE,['REGISTER'],['SERVICE'],[],['顧客サービス'],[],False,False
凄く良いお店でした また行きたいです 。,POSITIVE,['AFTER'],['STORE'],[],[],['全体的に'],False,False
とっても良い対応ありがとうございます。,POSITIVE,['AFTER'],['SERVICE'],[],['顧客サービス'],[],False,False
豆乳を安くしてほしいです 。,NEUTRAL,['UNCATEGORIZED'],['PRODUCT'],['DAIRY PRODUCTS'],[],[],True,False
従業員の対応が親切でとても良かったです 。,POSITIVE,['UNCATEGORIZED'],['SERVICE'],[],['顧客サービス'],[],False,False
特になし。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
豚アレルギーの為　ターキーのハムやウインナーを取り扱ってくれたら嬉しいです。,NEUTRAL,['UNCATEGORIZED'],['PRODUCT'],['MEAT PRODUCTS'],[],[],True,False
レジの、店員さんの手際がよかった 忙しいでしょうに、笑顔で対応してもらいました ただ、売り場の店員さんがレジの方に比べると、寂しい感じだった 。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
従業員の方、親切にして頂いてますよ！案内もして頂いてます 。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
このくじ当選した事が無いのですが、当たる人いるんですか？とても素朴な疑問です 。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],True,False
プレチケの使い方を教えてくれた 。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
シェイバーの替え刃を安くしてほしい！。,NEGATIVE,['AFTER'],['PRODUCT'],['ホームエレクトロニクス'],[],[],True,False
ポリ袋のところに　スポンジがなく食品を買うことが多いので　困ります 。,NEGATIVE,['DURING'],['STORE'],[],[],['店舗設備とショッピングエリア'],True,False
カップラーメンを安くしてほしい 。,NEGATIVE,['AFTER'],['PRODUCT'],['デイリー'],[],[],True,False
買い物かごを荷物台迄運んていたレジの人がいて親切だなと思った。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
アスパラガスの商品を買いに行ったが見当たらなかったです 。,NEGATIVE,['DURING'],['STORE'],[],[],['ディスプレイ/欠品'],False,False
混んでいるレジに誘導するスタッフがレジを手伝っていたのがよかったです スタッフが機能的に連携していました 。,POSITIVE,['REGISTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
レジの方、丁寧な対応で、買い物に来てよかったと思いました。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
特になし。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
マシュマロがありませんでした。,NEGATIVE,['DURING'],['PRODUCT'],['トイ＆バラエティ'],[],[],False,False
やすい。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
那珂川店とは違った感じでよかった。,POSITIVE,['AFTER'],['STORE'],[],[],[],False,False
お目当てのシャケフレークが売り切れでなかったテレビで出てた商品なので多めに用意してほしい。,NEGATIVE,['DURING'],['PRODUCT'],['トイ＆バラエティ'],[],[],True,False
・豆腐干を仕入れて欲しい ・ドンキのカナダ産の豚肉の脂の甘味が大好きです  私は同じカナダ産でも、深江橋のドンキのカナダ産の豚肉が好きです 産地を変えないで欲しい。,POSITIVE,['DURING'],"['PRODUCT', 'SERVICE']","['デイリー', 'フレッシュミート']",['商品調達'],[],True,False
特にありません。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
駐車場が凸凹していてカートがおしずらい。,NEGATIVE,['AFTER'],['STORE'],[],[],['駐車場'],False,False
今はなし。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
特に無い。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
安くて嬉しいです 行くのが楽しみです 。,POSITIVE,['DURING'],['SERVICE'],[],[],[],False,False
前回も書かせて頂きましたが、従業員さんの対応はいつも丁寧なので、安心して買い物ができます 有り難うこざいます 。,POSITIVE,['DURING'],['SERVICE'],[],[],[],False,False
保湿剤とかが置いてある通路のド真ん中に店員さんが荷物を置いていて通れなかった(茶髪でウエーブのかかった髪の毛のおばさん、その人だけ毎回挨拶しない、一度商品を貰おうとして声をかけたら「今、むり！」と断られた)。,NEGATIVE,['DURING'],['SERVICE'],[],[],[],False,False
レジ担当者すこぶる無愛想だった こういう人はココで珍しいですね…バイトという印象ではなかったが喋り方もブッキラボウで丁寧さに欠けていたし品物の扱いも雑だった。,NEGATIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
カロリーメイトのブロックタイプはドラックストアより値段が高いです。,NEUTRAL,['DURING'],['PRODUCT'],['デイリーグッズ'],[],[],False,False
レジが混んでいる時間帯でも快く対応してくださる店員さん方にいつも感謝しております 。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
ご当地の果物、野菜を充実させて欲しい。,POSITIVE,['UNCATEGORIZED'],['PRODUCT'],['ベジタブル・フルーツ'],[],[],True,False
Nice 。,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
特に無いなっしー。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
良かったです。,POSITIVE,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
試着室を用意してほしいです。,POSITIVE,['DURING'],['SERVICE'],[],['フィッティングルームの準備'],[],True,False
子供用マスクの在庫が少なかったので、常に置いてあると良いと思う。,POSITIVE,['DURING'],['PRODUCT'],['デイリーグッズ'],[],[],True,False
特にありません。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
Wさんの対応は、挨拶・笑顔・案内・確認・振る舞いは申し分ありません 若いと思いますが、しっかりとされてます。,POSITIVE,['DURING'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
水木クーポンの出し方が分かりづらい。,NEGATIVE,['DURING'],['SERVICE'],[],['クーポンと割引'],[],False,False
目線を合わさないのは色々な理由があるにしろ物の扱いが雑すぎます、因みに女性の方です。,NEGATIVE,['DURING'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
ジャスミンティーのペットをケースで買いたいが箱入りがない時が多いのでバラで買っているケースでの在庫を置いてほしい。,POSITIVE,['DURING'],"['PRODUCT', 'SERVICE']",['デイリー'],['商品の準備'],[],True,False
特になし。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
何度もアンケートに書いてますが、トイレットペーパーのシングルを置いて欲しいです。,POSITIVE,['DURING'],['PRODUCT'],['デイリーグッズ'],[],[],True,False
これからも利用させていただきます 。,POSITIVE,['AFTER'],['UNCATEGORIZED'],[],[],[],False,False
ボディークリーム等の保湿系の商品が高いので、安価な商品も取り扱ってほしいです。,NEGATIVE,['DURING'],['PRODUCT'],['理美容家電'],[],[],True,False
カット野菜キャベツ安くしてくださいね。,NEGATIVE,['DURING'],['PRODUCT'],['ベジタブル・フルーツ'],[],[],True,False
冷凍食品の日清台湾混ぜそばがなくなったので、仕入れ復活させて欲しいです。,NEGATIVE,['AFTER'],['PRODUCT'],['デイリー'],[],[],True,False
アプリのクーポンについても、丁寧に教えてくださいました 。,POSITIVE,['AFTER'],['SERVICE'],[],['クーポンと割引'],[],False,False
ゴートミルクボディシャンプー2リットルがお得で気に入った ラストワンだったので、入荷していたらリピしたい 。,POSITIVE,['DURING'],['PRODUCT'],['理美容家電'],[],[],True,False
新人さんだったので、特にないです これから頑張っていい接客してください 。,POSITIVE,['AFTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
Tさん今日も気持ちの良い挨拶ありがとうございました。,POSITIVE,['AFTER'],['SERVICE'],[],['店舗の従業員のサービス'],[],False,False
売り場が広いので、ゆっくり買い物できました 初めて行ったお店だったので、商品探すのちょっと大変でした 。,NEUTRAL,['DURING'],['STORE'],[],[],['ショッピングエリア'],False,False
しくじりコーナー、いいですね！。,POSITIVE,['DURING'],['STORE'],[],[],['ディスプレイ/欠品'],False,False
レジすこし待った 。,NEUTRAL,['REGISTER'],['UNCATEGORIZED'],[],[],[],False,False
衣料品に特化した店にして欲しいです ゲｰムとかは、要らない 年配の人ように種類を増やして欲しいです 。,POSITIVE,['UNCATEGORIZED'],['REQUEST'],[],[],[],True,False
特にないです 。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
お得に購入できるからありがたいです 。,POSITIVE,['AFTER'],['SERVICE'],[],[],[],False,False
親切でした。,POSITIVE,['UNCATEGORIZED'],['SERVICE'],[],[],[],False,False
豆腐、納豆安くしてほしいです。,POSITIVE,['UNCATEGORIZED'],"['REQUEST', 'PRODUCT']",['デイリー'],[],[],True,False
伊藤園のペットボトルで、からだいいこと黒豆茶500mlを安くいれてほしいですすごく香りが良くて美味しいです近郊で文具の事務キチで74円くらい？でありました。,POSITIVE,['UNCATEGORIZED'],"['REQUEST', 'PRODUCT']","['フード＆ドリンク', 'デイリー']",[],[],True,False
R1　いつも利用してます 手頃な値段で買えて助かってます 。,POSITIVE,['AFTER'],['SERVICE'],[],[],[],False,False
空いているレジの方は、混んでいるレジに並んでいるお客様を誘導するともっと流れると思います。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
マヨネーズを安くしてほしい 。,POSITIVE,['UNCATEGORIZED'],"['REQUEST', 'PRODUCT']",['デイリー'],[],[],True,False
案内図が欲しい。,POSITIVE,"['DURING', 'UNCATEGORIZED']","['STORE', 'UNCATEGORIZED']",[],[],['ディスプレイ'],True,False
同じ種類のものはなるべく1箇所にまとめて陳列お願いします。,POSITIVE,"['DURING', 'UNCATEGORIZED']","['STORE', 'UNCATEGORIZED']",[],[],['ディスプレイ'],True,False
９時一番だと空いてていいけど商品の陳列であわただしい。,NEUTRAL,"['DURING', 'UNCATEGORIZED']","['STORE', 'UNCATEGORIZED']",[],[],['ディスプレイ'],False,False
北海道商品を増やして欲しい。,POSITIVE,"['DURING', 'UNCATEGORIZED']","['PRODUCT', 'UNCATEGORIZED']",['フューチャープロダクト'],[],[],True,False
こんなもんでしょう。,NEUTRAL,['UNCATEGORIZED'],['UNCATEGORIZED'],[],[],[],False,False
レジが並んでるにかなり。,NEUTRAL,"['REGISTER', 'UNCATEGORIZED']","['STORE', 'UNCATEGORIZED']",[],[],['設備'],False,False
加藤くんもっと頑張りましょうマジカカード会員でバーコード提示してるんだから千種香流店のステッカー引換券持ってるの知ってるよね❗こっちもいい忘れたからステッカーもらい損ないましたよ。,POSITIVE,"['REGISTER', 'UNCATEGORIZED']","['SERVICE', 'STORE', 'UNCATEGORIZED']",[],['顧客サービス'],['設備'],False,False
いつも頑張ってカート回収してくれています。,POSITIVE,"['AFTER', 'UNCATEGORIZED']","['SERVICE', 'UNCATEGORIZED']",[],['顧客サービス'],[],False,False
欲しいと思っていた車のワックスがクーポン対象になっていて嬉しかったです商品の前で悩んでいたら店員さんが声をかけてくださって、クーポンを使うことができました親切な対応に感謝です。,POSITIVE,"['DURING', 'REGISTER', 'UNCATEGORIZED']","['SERVICE', 'PRODUCT', 'UNCATEGORIZED']",['カーライフ'],['顧客サービス'],[],False,False
モヤシとリプトンのミルクティーを安くして欲しいです。,POSITIVE,"['DURING', 'UNCATEGORIZED']","['PRODUCT', 'UNCATEGORIZED']","['フード＆ドリンク', 'デイリー']",[],[],True,False
対応はとても良かったです!。,POSITIVE,['AFTER'],['SERVICE'],[],[],[],False,False
いつも楽しく買い物をしています。,POSITIVE,['AFTER'],['SERVICE'],[],[],[],False,False
レジでの対応が悪い事がある 袋をお願いしますって伝えても返事をしてもらえない！外国の方の方が優しくて丁寧です 。,NEGATIVE,['REGISTER'],['SERVICE'],[],[],[],True,False
キャットフードをもう少しお安くしてもらいたいです 。,NEUTRAL,['AFTER'],['PRODUCT'],['ペット＆ガーデン'],[],[],True,False
ベビー用品をもう少し安くしてほしい。,NEUTRAL,['AFTER'],['PRODUCT'],['トイ＆バラエティ'],[],[],True,False
とっても良い従業員が親切でした。,POSITIVE,['AFTER'],['SERVICE'],[],[],[],False,False
レジリーダー感じが良い。,POSITIVE,['REGISTER'],['SERVICE'],[],[],[],False,False
北海道限定クラッシックビールが、無くなっていた 前回行った時、買えたのに残念 また、置いて下さい 。,NEGATIVE,['AFTER'],"['PRODUCT', 'STORE']",['リカー＆ワイン'],[],['欠品'],True,False
店内は、品出し時間だと、荷物で通路が通れない事が良くありますが、床やカゴ、カートの整頓は、いつもきれいです が、あまり売れていない商品には埃がゴッソリでした 仕方ないと思いますが、埃がっ…とは内心思ってしまいます 。,NEUTRAL,['DURING'],['STORE'],[],[],['ディスプレイ'],False,False
誰も親切丁寧です。,POSITIVE,['AFTER'],['SERVICE'],[],[],[],False,False
目玉商品期待してます 。,POSITIVE,['DURING'],['UNCATEGORIZED'],[],[],[],False,False
財布を忘れてしまいすぐ取りに伺いました 声をかけたスタッフさんも財布を持ってきて頂いたスタッフさんも丁寧に優しく対応して下さいました ありがとうございました また買い物に行きます 。,POSITIVE,['AFTER'],['SERVICE'],[],['顧客サービス'],[],False,False
メガネ類（サングラス等）は、多く出品していますが、一方、メガネケースは、1種類かつ色も1色しかありませんでした もう少し、種類を多く（最低、色だけでも）取り扱ってほしいと思います 。,NEGATIVE,['DURING'],['PRODUCT'],['トイ＆バラエティ'],[],[],True,False
当日賞味期限の格安販売がうれしいです！。,POSITIVE,['DURING'],['UNCATEGORIZED'],[],[],[],False,False
